noop,registration-minimal,registration-mappings,deregistration-minimal,deregistration-mappings,fork-simple,fork-fastcall,vfork-simple,vfork-fastcall
21,1165,2860,5876,6511,43821,52068,9527,15862
20,1079,2855,5441,6607,41550,49466,13207,9876
22,1411,3194,5231,6914,41833,49204,9719,10119
21,1125,2841,5303,6985,46153,52130,14249,10063
22,1157,2813,5123,6976,42051,52623,10488,11981
21,1085,3275,5059,7155,43331,50018,13517,9641
20,1081,2825,5187,7006,45184,62550,9575,9626
22,1130,3063,5486,6931,43746,49266,16954,9604
21,1115,2906,5232,6852,42958,51423,9646,13076
21,1109,2826,5283,6797,46028,52647,10034,9478
21,1396,3083,5290,6820,41512,49998,9700,9731
21,1146,2908,5290,7047,44105,48765,13715,9634
21,1172,2854,5404,6933,45181,53208,11428,13054
21,1122,3280,5386,6906,42633,48455,9605,9773
21,1075,2892,5206,7043,42413,48244,9682,9720
21,1128,3099,5118,6515,46347,51484,14320,14487
21,1127,2846,5436,6682,42317,49597,12924,12015
21,1084,2868,5486,6905,42387,48288,10293,9949
21,1420,3137,5190,6791,45279,53207,9418,9436
21,1118,2865,5622,7179,43840,49988,14152,9675
21,1182,2864,5339,6934,41996,48766,9415,12284
21,1144,3157,5085,6846,44728,52027,11684,9666
21,1079,2552,5248,6613,41684,49728,9851,9979
20,1125,3278,5530,7010,42699,49809,15406,9929
21,1115,2842,5278,6934,42807,52003,9582,12033
21,1111,2824,5260,6649,45220,49287,9839,9664
21,1398,3169,18281,6911,42094,48919,11078,11114
21,1099,2834,4514,6898,44179,56180,15850,11503
20,1183,2893,4511,6656,44651,49414,9479,11626
22,1141,3133,4773,7357,42960,49542,9304,9641
21,1101,2837,4513,6843,42335,52935,9537,9651
21,1136,3188,4445,6901,47057,49281,13530,13276
21,1177,2879,4674,7104,42732,49682,12891,12127
21,1085,2871,4413,6658,41861,52229,13129,9661
21,1401,3205,4571,6605,44150,49198,10063,10031
21,1122,2782,4719,6870,43385,49486,16929,9835
21,1168,2811,4599,6526,41890,52605,9530,11743
21,1079,3182,4457,7164,46034,49797,9870,9547
21,1098,2856,4667,6570,42244,49045,9514,10051
21,1126,3179,4675,6625,43744,52618,13533,9759
22,1116,2909,4168,7089,44259,49816,9422,14594
20,1112,2808,4415,6691,42403,49700,9925,9839
21,1413,3118,4363,6641,43779,51664,9790,9751
20,1146,2906,4503,7081,45809,48903,13789,9473
21,1159,2778,4616,6574,42117,48930,10413,11669
21,1109,3135,4285,6512,42209,52368,10997,9772
21,1074,2893,4531,6892,41045,48851,11090,13518
20,1125,3120,4444,6663,45286,48047,13999,10114
20,1116,2850,4415,6691,41550,56416,12595,11771
21,1077,2894,4464,6696,41626,49195,11739,9718
22,1413,3133,4495,6659,44609,49427,9705,9885
21,1128,2805,4477,6722,41750,53501,12240,9860
21,1205,2859,4574,6788,42265,51580,10072,11894
22,1161,3139,4129,6879,45234,49992,9713,9789
21,1090,2828,4487,6521,41911,53638,9307,11339
22,1115,3181,4343,7206,41560,50849,13798,9937
21,1118,2827,4378,6558,45304,49537,9531,14190
21,1110,2796,13623,6831,42510,53589,10247,9806
21,1428,3187,5164,6799,42677,49986,9717,9983
20,1096,2854,5539,7013,45041,49503,14095,9747
22,1168,2863,5175,6982,42333,52848,9660,16548
22,1132,3144,5416,7220,41746,51239,15306,9602
22,1084,2817,5413,6830,44539,49521,9469,13248
21,1117,3241,5168,6906,42209,53072,18460,9796
22,1169,2863,5189,6636,42450,50226,9591,12789
21,1071,2837,5323,6922,48108,51854,9839,9852
21,1412,3168,5399,6734,42390,52081,9959,9909
21,1112,2801,5389,6979,42012,49694,13232,10055
21,1191,2811,5271,6887,43270,50294,11750,14549
21,1093,3235,5288,7024,45396,58308,9443,9842
21,1097,2855,5197,6775,40908,51488,9825,9679
21,1140,3182,5546,6668,42268,49897,12146,10237
21,1117,2924,5337,7295,45399,53002,9713,14186
21,1140,2787,5679,6530,40797,50572,9972,10314
20,1409,3172,5670,6768,41273,49448,9683,9671
21,1134,2904,5494,6903,45000,52298,12487,9780
21,1169,2812,5403,6597,41282,49242,10662,15572
21,1125,3155,5154,7074,41508,50312,11448,10183
22,1080,2903,5265,6991,45151,53068,12649,12862
21,1122,3162,5100,6830,42774,52569,12159,10067
21,1104,2845,5284,6629,42891,49023,9554,12717
22,1056,2894,5246,6818,44932,54760,9921,9906
22,1417,3085,5138,6901,42827,50356,9388,11505
22,1121,2791,5292,7018,42397,48993,14065,10059
20,1169,2860,5276,6698,45264,51945,9766,15970
21,1153,3125,5245,6997,42278,51906,9727,9547
21,1078,2851,5285,6664,41646,49488,9619,10278
21,1115,3254,5166,7241,45632,51599,12180,9775
22,1116,2849,5155,7178,149517,49470,9608,14734
21,1111,2799,5495,6633,44649,50892,15821,9839
22,1409,3172,5499,6983,43449,53185,9528,9543
21,1069,2887,5215,6711,46367,49322,14728,9969
21,1171,2901,5230,6991,42432,49039,9519,13095
20,1125,3172,5185,7216,42677,54024,9766,12807
22,1077,2838,5363,6601,45919,48794,12958,9942
22,1115,3206,5497,6554,42702,49593,13293,9834
22,1171,2869,5212,6766,43547,52340,10170,17073
21,1075,2881,5228,6595,45165,51691,9735,9902
22,1417,3198,5464,6842,42112,49603,9603,9821
21,1110,2823,5188,6800,42031,52277,11913,9734
20,1171,2797,5145,6953,44857,49881,9911,15503
22,1097,3210,5814,6641,41826,49856,9765,10105
20,1063,2863,5233,6613,42749,52161,9849,9670
21,1119,3174,5657,7141,45157,48412,12674,9760
20,1113,2895,5525,6721,42134,48638,9698,14588
21,1114,2784,5647,6988,41755,51232,11658,9654
20,1416,3123,5273,6674,45365,49105,10984,9860
21,1132,2924,5581,6899,42367,49261,13075,9867
22,1158,2779,5201,6683,42205,51992,10616,14430
22,1124,3126,5249,6749,44588,49533,12876,13400
20,1091,2904,5393,7037,42144,49109,11736,11168
21,1126,3178,5338,6852,41596,52991,14351,9713
21,1115,2861,5239,6802,42760,49362,9677,14899
21,1101,2846,5277,6351,45126,49250,9933,9829
21,1414,2999,5229,6757,41834,52986,9440,9729
22,1115,2792,5296,6822,41661,48869,12154,9910
21,1170,2855,5291,6694,45581,49795,9912,15376
21,1159,3185,5521,6586,42252,52713,14263,9793
21,1086,2808,5313,6726,41307,49204,9569,9787
21,1112,3255,5630,6721,45311,49655,15771,9822
21,1119,2824,5474,7019,42605,51796,9869,15858
20,1114,2811,5359,6873,42165,49198,9981,9730
21,1401,3202,5259,6765,46336,50183,9350,9736
21,1072,2827,5221,6991,42165,52747,12276,9775
21,1179,2790,5143,6895,42170,49375,9893,15741
22,1099,3234,5194,6915,45337,48808,13059,13328
21,1087,2887,5215,6874,41275,52163,9408,10246
21,1124,3125,5137,6911,41286,49104,13162,9896
20,1162,2903,5294,6872,45533,49533,9701,12582
21,1103,2880,5301,6817,41540,52304,9646,9775
22,1436,3215,5481,7014,41261,51489,9901,10097
21,1072,2793,5444,6977,46190,48852,13555,9846
21,1159,2790,5113,6782,41648,57444,9359,14845
21,1111,3222,5195,6965,41994,50740,11483,10884
21,1100,2699,5353,7009,42013,47590,9867,9728
21,1110,3170,5361,6881,45042,51450,12254,10083
21,1124,2904,5402,6979,42137,48176,9590,13942
21,1081,2801,5166,6768,43690,51063,10107,9588
20,1405,3093,5116,6757,44921,53114,10111,11264
20,1195,2646,5267,7036,41574,49571,12677,9859
21,1168,2835,5277,6472,42737,48863,15196,17860
21,1078,3059,5310,6673,47462,52815,9476,9839
20,1083,2920,5443,6618,41743,49993,9546,9844
22,1120,3145,5425,6769,41786,133594,12617,15575
22,1116,2809,5296,6559,45580,52757,9418,14000
21,1142,2914,5117,6929,43505,51608,13134,10013
22,1418,3125,5192,6897,42106,50547,9600,9454
20,1092,2776,5682,7082,44697,53099,15647,9625
21,1176,2834,5280,6770,41938,49001,9562,12072
20,1172,3086,5344,7184,43135,49275,10027,9870
21,1088,2848,5098,6979,46078,52069,9444,9958
21,1121,3244,5309,6720,42245,49212,11658,9746
20,1120,2826,5424,6946,41895,49881,12038,16125
20,1071,2786,5377,6883,45955,53035,10189,9835
22,1394,3212,5513,6972,41536,48867,10141,9844
21,1137,2909,5623,6966,41532,49788,14700,10110
21,1182,2787,5206,6595,41396,52746,13488,15720
21,1079,3227,5564,7088,47281,49563,10596,9939
21,1085,2733,5412,6679,41682,49500,9607,10376
21,1119,3165,5224,6901,41480,52654,12971,9931
21,1168,2884,5518,6830,47168,48899,9799,15273
22,1118,2853,5317,6815,43917,48850,13858,9788
21,1439,3123,5047,7093,42588,51847,9413,9967
21,1091,2866,5405,7151,45482,48548,14810,9594
21,1172,2797,5436,7022,41578,52740,9664,14320
21,1117,3136,5563,6985,44679,51862,9524,10051
21,1089,2890,5433,7100,44104,48718,9847,11407
20,1110,3154,5364,6989,41841,48883,12272,9743
21,1126,2862,5358,6925,43062,52490,9394,15201
21,1083,2923,5197,6470,47032,49692,9709,10024
21,1418,3118,5168,6864,42265,49811,10250,10200
21,1191,2832,5291,6740,41770,52244,12465,15464
21,1171,2852,5377,6642,44247,49171,13610,12349
21,1097,3103,5211,7417,43701,49430,15019,9797
21,1088,2871,5132,6823,42529,52407,9289,9681
21,1123,3237,5646,7001,44476,49486,15976,9924
21,1110,2843,5309,6792,43072,49107,9564,13517
22,1118,2743,5280,7028,44264,52632,9723,9686
21,1422,3231,5192,6685,42450,49386,9607,9926
21,1094,2845,5540,6850,186439,48927,13754,9712
21,1164,2874,5536,7063,44478,52851,9562,13722
20,1172,3133,5337,7133,41933,49020,9535,9821
21,1085,2749,5349,7131,45263,49778,9790,9425
22,1124,3218,5368,6888,42145,52047,14540,9895
21,1120,2817,5431,6458,42095,48816,9515,13934
21,1079,2835,5220,6646,45250,49132,9884,9937
21,1407,3212,5521,6679,42541,53963,9823,9896
20,1114,2829,5215,7429,42793,49407,15755,13057
21,1177,2850,5376,6873,46540,49415,9870,13350
20,1071,3053,5486,6783,42946,52500,11725,9971
20,1078,2842,5520,6875,42482,49309,9700,10267
22,1117,3188,5444,6559,45312,49628,12598,9873
22,1170,2783,5160,6758,43234,51990,9843,15375
21,1103,2857,5209,6610,42579,48637,9860,10033
21,1391,2997,5411,6844,46511,50009,12090,11527
20,1068,2863,5308,6898,42556,51654,12916,10261
21,1175,2815,5851,6844,42344,49256,9678,13305
21,1112,3119,5244,6801,45523,49266,9780,10033
21,1082,2903,5633,6602,41794,53061,9942,9583
20,1109,3179,5137,6710,41196,49479,14179,13994
20,1116,2837,5234,6549,42230,49657,9642,15493
21,1075,2890,5194,6656,44830,52517,14926,9392
21,1461,3016,5270,6735,41652,50451,9663,13274
20,1169,2872,5509,6801,41606,49529,18184,9872
21,1173,2741,5313,6970,45161,52717,10369,12639
22,1117,3158,5343,6888,40999,49140,9528,9806
21,1088,2822,5284,7001,41844,48607,9624,9390
21,1128,3242,5342,6957,45364,53337,14365,9469
20,1107,2834,5837,6749,41860,49703,10618,392237
21,1132,2862,5230,6965,41239,49343,9907,9676
21,1395,3160,5289,6818,44471,54855,9468,9822
21,1083,2808,5272,6673,41279,49153,687591,10159
20,1169,2804,5527,6614,41377,48767,9909,9776
21,1202,3178,5505,6647,45291,52658,9595,10029
20,1078,2827,5425,6913,42059,50371,9859,10247
21,1117,3121,5327,7081,41915,50223,10341,9770
21,1124,2942,5236,7126,44734,52421,10169,9915
21,1089,2833,5252,6934,41788,49494,10351,10292
20,3189,3184,5156,6858,41945,51182,13402,13121
21,1151,2878,5240,6909,44739,52638,10238,10456
20,1135,2798,5280,6839,42077,49531,9809,10110
21,1093,3134,5196,6973,42184,48243,10251,9884
20,1092,2892,5355,6976,42303,53993,10238,9888
21,1131,3161,5463,6878,45358,48857,10345,10106
20,1175,2827,5314,6448,43362,48300,10185,10420
21,1187,2882,5469,6743,42147,51519,10857,9881
20,1367,3077,5182,9227,45154,50577,10346,9991
21,1090,2794,5291,7372,41596,48781,10281,9798
21,1131,2839,5581,6609,42080,56191,10067,10085
20,1126,3174,5144,6804,44881,49469,10620,10176
21,1126,2895,5653,6699,41814,51176,10614,9930
21,1127,3159,5578,7062,42270,52893,10184,9836
21,1098,2856,5395,6701,44994,49459,10126,10978
22,1180,2965,5193,6608,41692,49676,10789,13623
21,1413,3126,5499,6700,42306,53839,12994,10112
21,1150,2687,5488,6638,45636,49069,10159,10233
22,1127,2885,5327,6624,41624,49452,10975,9721
21,1132,3118,5148,7017,41350,53021,10205,9889
21,1088,2845,5519,6713,44104,50656,10031,10044
22,1129,3206,5166,6953,42707,49232,10412,9903
22,1122,2875,5307,6636,41915,52359,10053,9780
20,1183,2830,5375,6628,45200,49661,10907,10109
21,1385,3215,5311,6578,42153,50879,10266,9713
21,1095,2810,5167,6795,44051,52826,10055,9879
22,1130,2777,5204,6792,42183,49663,10573,10316
21,1204,3193,5101,6829,45243,49505,10262,9694
20,1122,2854,5391,7079,42194,54101,10063,9797
22,1124,3153,5043,6741,46026,49201,9786,9871
21,1079,2919,5222,6713,45244,48403,9991,10224
21,1176,2826,5529,6680,41666,52251,11269,13713
20,1410,3150,5107,6889,42133,50935,13076,9883
20,1091,2858,5291,7078,46633,49187,10108,10206
21,1117,2766,5328,7062,42283,52015,9956,10090
21,1128,3134,5256,6998,42006,49546,9785,10143
20,1086,2934,5287,6603,45437,50842,10060,10165
20,1131,3174,5661,6661,44899,51350,10032,10126
22,1175,2814,5250,7110,42594,48244,9813,10422
21,1168,2874,5069,6546,45885,48728,10169,10042
20,1383,3129,5263,6701,42894,54738,9879,10149
21,1109,2886,5491,7018,44840,49341,9926,10370
21,1128,2832,5261,7149,46440,49582,10149,9619
21,1133,3120,5149,6892,42683,51911,9870,9847
21,1129,2790,5252,6798,41690,51135,10394,9965
21,1126,3270,5450,6596,46586,49221,11131,10109
21,1075,2826,5233,6724,41757,52761,11905,11171
20,1168,2899,5244,6901,41956,49903,14262,13856
21,1425,3082,5212,6773,41922,51078,10010,9884
21,1150,2823,5093,7036,47420,52489,9909,9623
20,1114,2869,5440,7071,42738,49135,10923,9611
21,1126,3086,5621,6457,42235,49752,10501,10706
21,1091,2874,5152,6920,72144,54218,10918,9775
21,1125,3241,5558,6870,42280,49567,10461,9816
20,1120,2835,5570,6742,42212,72132,10484,9984
21,1186,2823,5305,7129,45673,57228,10584,9890
22,1370,3189,5161,6939,41699,58604,9871,9840
21,1081,2807,5221,6659,42452,55033,10222,10140
20,1118,2824,5296,6876,45359,53692,9328,10437
20,1202,3230,5506,6812,42634,52919,10103,10323
20,1100,2826,5503,6760,42127,52638,10928,10338
21,1120,3143,5160,6608,44612,52163,9702,10051
20,1085,2901,5141,7010,42222,54011,10191,13586
22,1180,2811,5320,7045,41504,53998,13405,10075
22,1427,3116,5462,6954,44365,53448,9765,10366
21,1098,2876,16122,6964,41777,54349,10042,12443
22,1127,2813,4511,7310,42403,53286,10007,9633
20,1120,3171,4478,6787,45708,55831,9871,9680
20,1100,2955,4472,6677,42263,52776,10095,9855
22,1131,3034,4385,6469,41848,59896,9976,11350
21,1173,2822,4432,6775,42611,58186,9995,10345
21,1176,2849,4398,6632,44640,59121,10440,9796
21,1427,3194,4505,6891,41579,60181,9719,9520
21,1097,2884,4776,6630,42217,57084,9807,12270
20,1123,2715,4343,6807,46535,60808,10011,9909
21,1121,3093,4550,6669,42468,57758,9860,10014
21,1118,2811,4454,6669,43794,49872,10088,9675
20,1138,3215,4852,6921,46158,50139,9706,11674
21,1092,2816,4362,6959,43212,52378,13879,14273
20,1179,2859,4277,6618,42487,49677,11195,9529
22,1422,3258,4536,7086,46050,56446,11877,9889
21,1151,2798,4343,6862,42398,62199,12412,11776
20,1122,2782,4502,6769,42769,51056,11167,9556
22,1127,3213,4456,6869,44899,48649,10018,9619
22,1088,2808,4367,6891,44093,54455,10133,9848
21,1149,3263,4075,6529,42343,49420,9785,11638
21,1106,2827,4433,6892,45658,53365,10105,10089
21,1180,2794,4376,6802,44008,58338,10045,9825
22,1401,3235,4624,6839,44051,52905,10026,9853
21,1099,2799,4242,6920,44811,48533,9655,12096
21,1120,2776,4376,6761,42754,52314,10277,10120
21,1205,3241,4367,6464,42087,48586,10371,9739
21,1120,2833,4697,6982,43659,51262,10340,9701
21,1130,3172,18183,6707,45830,52682,9749,11562
21,1087,2963,5246,6519,42418,52572,13060,13351
21,1195,2842,5480,6849,41712,54570,13595,9778
21,1415,3129,5159,6713,47269,55375,10369,10062
21,1097,2878,5205,6709,43007,59494,10019,11524
20,1130,2790,5234,6980,40544,59312,10987,9669
21,1172,3032,5155,7178,44677,61574,10231,9887
21,1083,2919,5227,6890,42942,55241,10277,10101
20,1139,3152,5170,6982,41677,52678,10166,11874
20,1181,2843,5703,6533,45724,53849,11315,10134
21,1184,2877,5349,6896,41740,52655,9972,9947
21,1375,3124,5711,6941,43683,58669,10302,10043
21,1099,2812,5335,6677,44644,55288,10132,11806
21,1122,2920,5337,6672,43793,59727,10771,9611
20,1124,3141,5291,6747,42438,57979,9916,9973
22,1130,2847,5249,6851,46331,59224,9944,10041
21,1134,3195,5432,6793,41901,51921,13787,14378
22,1077,2850,5498,6937,41533,52907,10041,13484
22,1183,2903,5368,6752,45727,56969,10113,12051
21,1411,3181,5163,6804,43107,53770,10064,11716
21,1157,2790,5302,6909,41566,50661,9982,14126
21,1124,2820,5371,6591,41663,54132,10760,12037
21,1149,3234,5272,6633,47893,54983,9860,12196
22,1082,2866,5270,6784,44040,51187,10426,11838
21,1142,3130,5513,6915,42198,54527,9877,13845
21,1117,2908,5331,6538,45988,51465,9894,12150
21,1189,2786,5342,6890,42443,53949,9982,12070
21,1349,3236,5212,6745,43587,58572,9683,12059
21,1115,2831,5274,6813,46408,51224,10420,14335
20,1126,2825,5336,7042,42133,53159,9940,12127
20,1201,3204,5598,6621,44753,59361,9837,12101
21,1131,2857,5551,6779,47877,50291,10338,12265
21,1129,3108,5293,6747,43523,50523,12965,16858
21,1098,2904,5683,6443,42614,53879,9937,10000
21,1177,2825,5294,6750,44499,48662,10029,9713
21,1415,3127,5260,6800,43441,50197,9833,9987
22,1087,2755,5341,7043,41926,55834,10146,11605
21,1127,2830,5559,6725,44957,50970,10097,9894
21,1129,3028,5331,6959,42474,50720,9965,9769
20,1090,2914,5535,7340,43596,53839,10019,9808
21,1126,3145,5351,6919,41935,50388,9661,11671
20,1174,2830,6002,6658,50739,52980,10101,10730
20,1177,2924,5325,6966,42295,54310,10594,9873
20,1386,3151,5415,6631,43881,52893,9630,9777
20,1081,2849,5210,6529,44940,51845,9983,11651
21,1126,2859,5501,6628,41671,53248,9954,9830
20,1135,3090,5342,6748,41923,49727,9694,9940
21,1125,2874,5624,7392,47147,50539,13821,10029
20,1117,3305,5422,6785,41756,54066,9679,16392
20,1087,2786,5338,7293,42292,50558,9769,10998
20,1190,2844,5183,6783,45995,51519,10307,10156
21,1398,3270,5505,7071,42973,54519,11853,10226
21,1163,2860,5362,6745,42224,51219,9714,12267
21,1121,2862,5337,7011,45367,50548,10571,9778
20,1134,3204,5362,7087,41602,54038,9722,9517
21,1079,2836,5193,6863,42022,49712,9818,9703
21,1137,3129,5304,6993,44879,50271,9608,12043
21,1116,2875,5261,6660,42403,53738,9862,10173
21,1181,2788,5593,7012,42550,55111,9998,9684
20,1376,3143,5097,6887,43565,50007,9678,9927
20,1097,2930,5058,7041,41393,53330,10353,11700
20,1121,2852,5180,6769,41195,49445,11452,10197
21,1220,3094,5433,6877,41954,49757,10685,9914
20,1087,2853,5176,6899,44972,53143,13311,13010
21,1133,3151,5351,6862,41513,49537,10104,11564
21,1127,2902,5318,7066,43057,49520,10077,12726
22,1182,2834,5098,6979,44652,52963,10995,11358
22,1355,3159,5153,6675,41883,50050,10546,9836
21,1084,2882,5672,6728,42219,49256,10942,11550
20,1122,2881,5292,7115,45610,53356,10526,9932
20,1121,3137,5291,6609,41984,49414,11243,9620
22,1114,2864,5632,6633,41692,53002,13029,9985
21,1128,3106,5251,6841,44931,54355,10108,12999
21,1121,2866,5294,7186,43465,49827,9652,10172
22,1174,2862,5219,6972,42338,50082,9853,9823
21,1411,3134,5204,7200,45451,55319,14404,9583
21,1081,2804,5399,6562,42102,49708,9638,12748
22,1117,2883,5210,6545,41961,49141,10242,10945
20,1127,3007,5222,6646,45065,54058,9809,9908
21,1075,2862,5275,6991,42088,49318,17311,13089
21,1117,3081,5451,7098,42002,49410,9954,12721
21,1118,2677,5323,6996,45827,53341,9775,10864
21,1183,2797,5453,6992,42383,49488,10196,9867
21,1384,3180,5188,6863,41789,50159,13246,9652
21,1151,2859,5379,6821,41930,52931,10080,11775
22,1116,2899,5284,6872,45415,49419,10784,9851
22,1132,3234,5424,6757,40910,51621,9582,9940
21,1112,2799,5359,6908,41465,53851,13969,9508
21,1123,3147,5234,6866,44906,53065,9706,11643
21,1094,2900,5210,7273,41768,49294,11574,10032
22,1205,2787,5260,6987,41823,52983,9684,10170
20,1417,3082,5553,6712,45220,49424,12232,9687
21,1113,2906,5396,6730,42337,52753,10112,11795
22,1120,2881,5751,7193,42366,52488,12072,9662
21,1169,3104,5518,6688,45498,48913,13378,12867
21,1078,2945,5318,7038,41094,48943,11687,10269
21,1122,3172,5223,6796,42624,54936,9846,12246
22,1116,2825,5309,7091,45322,48672,9570,10189
21,1161,2883,5716,7037,42203,48978,10039,9999
21,1378,3104,5596,6840,42210,54271,12615,9660
21,1085,2862,5232,6774,45763,52643,9682,11825
20,1136,2952,5230,7197,42481,49319,10235,9649
21,1105,3044,5554,7100,43580,53408,9743,9651
21,1077,2787,5516,6716,44267,49063,14653,9648
21,1123,3176,5427,6949,42062,53242,9700,11917
21,1177,2848,5217,6822,42398,54169,9520,10269
21,1164,2793,5528,6688,44297,49653,9857,9846
21,1398,3172,5117,6728,44880,50860,13206,9908
22,1073,2808,5500,6626,41567,52995,9485,11942
21,1116,2955,5671,6767,41957,49240,9697,9955
22,1115,3126,5524,6762,46772,49691,12516,13571
21,1112,2839,5323,6808,41982,52838,12514,9811
22,1117,3161,5559,6564,41895,49423,9462,11956
22,1075,2799,5231,6698,44990,49935,9573,10927
22,1153,2846,5292,7426,43151,53239,9895,9717
20,1400,3174,5137,6870,41506,50180,12816,9986
21,1131,2849,5380,6534,43893,49414,10273,12120
21,1112,2904,5259,7199,42049,53698,12251,11733
21,1125,3222,5330,6598,43648,49624,9788,9921
21,1069,2839,5256,6956,48366,49342,13833,9885
21,1115,3132,5467,6902,42660,53816,9668,12986
22,1110,2817,5559,6882,44097,49287,9948,9814
20,1168,2817,5257,6846,46467,50010,9760,9935
20,1390,3117,5189,7091,42439,54374,12491,9777
21,1095,2919,5307,6867,42405,49936,9554,11754
20,1122,2869,5525,7278,44559,48464,13033,13463
21,1188,3102,5365,6856,44388,52554,9688,9753
21,1109,2913,5294,7002,42435,49211,12559,9629
20,1119,3165,5480,6486,42077,52693,9557,13017
22,1088,2800,5807,6983,45512,55396,9639,13604
21,1178,2917,5428,6826,44554,50566,9707,9865
21,1413,3137,5150,7027,41743,50401,13230,10142
21,1091,2861,5440,6813,45882,54468,9392,12043
21,1125,2950,5241,7015,42169,50069,9715,10032
22,1118,3174,5223,6811,44777,49556,9509,10017
20,1083,2691,5226,7133,45617,54828,13542,10892
20,1110,3223,5351,6596,42203,50929,9836,12226
22,1168,2826,5186,6783,42988,49855,9404,10532
21,1155,2819,5439,6900,46753,55491,9804,10070
21,1379,3176,5221,6552,41579,51147,12577,10715
21,1071,2832,5301,6544,42728,49731,9929,14568
21,1123,2876,5455,7019,44820,53482,13421,13116
21,1109,3239,5433,7322,42095,51921,10341,9414
22,1096,2867,5444,7030,42343,49472,12249,10324
21,1114,3174,5203,6701,45983,53608,9617,11961
20,1126,2872,5602,6961,42062,50238,10936,12698
20,1166,2810,5135,7045,41848,53094,10051,9839
21,1384,3239,5291,6595,44723,54375,12020,9790
21,1132,2843,5518,6513,42684,49272,9554,12003
20,1115,2928,5307,6831,42229,49910,10284,10002
21,1110,3242,5313,6876,41676,56540,9921,9693
22,1126,2790,5212,6861,45092,50656,13785,9648
21,1110,3138,5560,6647,41563,48972,9694,11792
21,1072,2936,5244,7031,41782,53611,9885,10070
20,1176,2819,5472,6964,45761,52335,9663,9841
20,1424,3085,5230,6824,42375,50655,13437,9687
21,1083,2920,5331,7160,41770,52175,13601,15544
20,1122,2878,5579,7109,44920,48595,9602,9616
21,1182,3110,5556,6786,42175,52502,9754,10114
20,1078,2964,5156,6674,41549,53363,14628,10069
21,1125,3119,5250,6939,45732,49716,9631,11662
21,1108,2778,5879,6765,41859,49141,9793,10379
21,1174,2893,5276,6567,42091,55818,9989,9797
21,1358,3122,5237,6945,45209,49971,11698,9357
22,1077,2843,5100,6705,42333,50184,9574,12242
22,1122,2903,5486,7542,41970,54185,9647,9888
20,1123,3159,5310,6914,45027,52691,9645,9421
20,1126,2787,5618,6949,40909,50616,12854,9967
21,1116,3107,5271,6700,40758,54406,9472,12361
21,1158,2823,5605,7004,45906,50524,9768,10345
21,1155,2790,5504,6669,40623,52100,10873,10527
20,1422,3213,5052,6540,40975,55220,12606,9992
21,1080,2811,5247,6672,40984,50796,12894,14710
21,1123,2856,5091,6633,45139,51712,11328,12371
21,1133,3191,5178,6972,41946,56708,9750,10130
21,1100,2853,5524,6927,42450,49771,12888,9728
21,1111,3133,5122,6622,45903,50305,9778,11835
20,1120,2893,5499,6424,42543,53868,11242,10657
20,1159,2796,5235,6874,41802,52616,9813,9456
20,1373,3177,5321,6758,45127,50164,14534,9767
20,1139,2884,5614,7165,42123,53175,9831,11466
20,1120,2860,5241,6922,42267,50040,10774,9628
22,1124,3192,5329,6833,44749,52188,9619,9690
21,1126,2845,5293,6518,42059,51443,14739,11001
21,1117,3139,5227,6886,41645,50320,9324,11554
21,1081,2859,5612,6800,44761,49712,9834,9962
21,1169,2773,5812,6731,42962,54872,9906,9628
20,1431,3098,5201,7070,169843,49645,17969,13968
20,1094,2916,5239,6883,46154,49757,9646,11716
21,1118,2879,5316,6947,42472,52305,9828,9982
21,1189,3113,5284,6867,42610,51694,9990,9955
21,1083,2878,5286,6897,44016,49817,13452,9826
22,1123,3172,5107,6944,41967,52500,9506,11724
21,1124,2801,5205,6946,42340,50589,9662,10055
20,1157,2783,5352,6841,42105,49626,10079,10270
22,1365,3139,5438,6623,44432,53929,13934,9644
22,1084,2830,5236,6887,41524,51477,9383,12176
20,1119,2781,5531,6963,42000,49719,9662,11587
22,1126,3163,5338,6646,44606,53742,13785,10834
20,1112,2863,5634,6674,42228,49966,12420,10056
20,1124,3218,5261,7185,41827,49891,9759,11792
22,1170,2842,5358,6844,46228,53625,11360,12188
21,1180,2829,5243,6936,42515,49779,10197,9642
21,1409,3189,5176,6539,41898,50775,17205,13694
20,1082,2834,5226,7141,44583,53392,9869,11586
21,1115,2900,5265,7034,41802,49891,10657,9886
20,1120,3271,5133,7276,42784,50135,9515,9914
22,1084,2821,5225,6982,44986,52625,12040,10191
21,1128,3151,5098,6990,42672,49973,9605,12053
21,1106,2904,5375,6894,41814,49773,9813,10761
21,1169,2800,5274,6666,44505,53191,10385,10047
21,1358,3180,5485,6875,42297,50400,13721,11159
21,1136,2902,5450,6935,41879,50562,9855,11627
21,1109,2842,5167,6871,44719,53610,10213,9974
21,1113,3118,5310,6488,42227,53270,9599,9578
21,1115,2889,5237,6848,42025,49494,15954,9643
21,1120,3121,5939,7071,41880,52598,9956,12042
21,1083,2786,5370,6815,45751,48909,9717,10135
21,1166,2860,5123,6826,41217,48810,13557,13236
21,1409,3121,5326,6894,41706,52074,13931,10029
22,1076,2939,5229,7092,45639,48677,9450,11432
21,1123,2895,5219,6996,41125,48624,9613,9697
22,1174,3131,5224,6829,41256,53734,9582,9752
21,1094,2889,5462,6963,44753,49730,12706,9838
